FGEOIDCT10,Sits in State,Life Expectancy,Average Distance to Transit,Ave Economic Diversity,Ave Road Network Density,Walkability Index,Ave Percent People Without Health Insurance,Ave Population Density,Ave Percent People Unemployed,Ave Physical Inactivity
36085019700,NY,81.7,240.45,0.35,38.88,14.2,3.28,17343.84,2.42,23.9
36085019800,NY,81.0,612.12,0.68,20.43,14.61,1.12,3468.84,0.64,23.2
36085020100,NY,77.0,256.12,0.68,31.95,17.1,6.38,15691.95,3.44,25.9
36085020700,NY,75.0,233.64,0.61,27.13,16.32,9.14,16870.62,7.69,36.06
36085020801,NY,80.1,497.71,0.61,28.57,13.12,1.44,11140.81,4.95,25.28
36085020803,NY,77.1,362.83,0.64,23.85,13.39,1.58,9869.69,6.2,24.6
36085020804,NY,80.1,327.84,0.66,27.5,14.26,1.6,10848.4,6.02,25.6
36085021300,NY,75.8,296.08,0.39,26.81,14.32,8.6,17522.38,12.58,32.2
36085022300,NY,76.3,251.58,0.56,17.66,14.98,6.83,9257.25,16.02,34.7
36085022600,NY,79.8,450.92,0.68,20.6,13.78,2.02,8554.48,3.25,29.33
36085022800,NY,,301.75,0.69,4.28,12.5,,14.65,,
36085023100,NY,75.8,307.72,0.61,23.14,15.66,8.51,21747.72,10.04,34.1
36085023900,NY,74.0,295.7,0.59,25.75,15.67,6.91,18078.41,5.99,35.9
36085024401,NY,81.3,398.54,0.7,20.88,14.1,1.01,6339.04,0.53,21.3
36085024402,NY,82.2,381.5,0.67,17.05,12.58,2.96,7103.53,1.72,19.3
36085024700,NY,78.8,253.21,0.68,28.7,15.89,5.09,15123.59,5.21,30.5
36085024800,NY,77.6,336.67,0.64,21.03,15.71,3.34,7941.63,0.85,26.2
36085025100,NY,79.9,433.93,0.65,28.46,14.69,4.69,14425.43,5.2,23.5
36085027301,NY,81.0,846.28,0.48,19.1,12.93,3.22,3609.97,1.99,26.5
36085027302,NY,83.3,300.82,0.54,19.95,13.41,2.87,11492.21,2.06,27.9
36085027702,NY,82.1,432.9,0.6,23.36,14.26,4.73,11521.31,7.18,28.1
36085027704,NY,86.9,353.55,0.59,21.66,13.59,10.43,22675.91,8.72,30.9
36085027705,NY,81.6,332.51,0.39,28.1,13.4,4.98,30527.55,3.92,28.6
36085027706,NY,83.3,399.48,0.54,25.78,15.21,0.45,19697.79,1.63,30.8
36085027900,NY,78.8,708.77,0.43,13.98,11.41,0.49,1088.62,9.1,25.7
36085029102,NY,80.1,301.53,0.73,13.34,14.37,3.44,872.68,1.43,31.7
36085029103,NY,82.5,497.43,0.68,20.68,13.91,2.6,13098.69,5.89,26.07
36085029104,NY,80.1,433.58,0.51,26.57,13.69,6.07,11550.71,5.59,29.0
36085030301,NY,84.0,294.59,0.54,34.69,14.7,5.97,21297.62,3.52,29.5
36085030302,NY,79.5,410.53,0.48,30.05,14.34,4.05,18166.0,6.69,30.3
36085031901,NY,76.8,224.33,0.28,38.76,14.16,3.78,24521.62,13.86,45.6
36085031902,NY,75.8,260.48,0.28,17.92,12.61,3.33,18952.17,2.38,34.7
36085032300,NY,78.9,260.18,0.69,8.28,14.17,3.09,758.67,1.8,29.7
36085990100,NY,,,0.0,0.0,1.0,,,,
48157670101,TX,77.6,614.42,0.33,17.26,11.22,32.94,4777.71,10.13,37.1
48157670102,TX,74.3,555.64,0.37,20.24,10.94,17.97,6985.35,11.35,30.2
48157670200,TX,77.8,494.87,0.19,20.15,10.65,19.41,4833.43,7.03,32.42
48157670300,TX,77.1,693.25,0.51,15.54,10.43,26.53,3072.25,9.72,37.8
48157670400,TX,77.9,606.49,0.42,20.6,10.45,21.11,4695.78,8.32,31.4
48157670500,TX,75.3,938.78,0.48,18.26,8.67,10.5,2368.46,9.64,27.9
48157670601,TX,78.5,831.49,0.46,20.15,7.42,8.42,5541.11,4.62,28.93
48157670602,TX,,559.25,0.49,12.21,10.67,30.06,1811.55,11.97,37.3
48157673002,TX,81.0,,0.75,7.58,7.06,6.68,1634.0,4.46,19.41
48201100000,TX,81.3,234.91,0.75,38.25,16.2,13.82,4863.24,4.68,18.56
48201210100,TX,,346.01,0.42,33.3,12.17,0.0,35535.09,0.0,22.7
48201210400,TX,77.4,201.43,0.61,33.54,16.86,36.58,5693.26,5.27,39.4
48201210500,TX,76.7,246.91,0.65,32.04,16.83,27.36,5663.7,6.7,40.6
48201210600,TX,76.9,196.74,0.56,32.1,15.13,10.87,6460.05,0.0,25.6
48201210700,TX,72.5,245.05,0.23,34.01,14.83,25.02,5789.93,7.9,36.3
48201210800,TX,69.2,411.64,0.43,24.78,13.08,45.06,1487.76,11.59,42.4
48201210900,TX,69.1,383.05,0.13,30.31,11.8,22.28,3443.44,2.96,34.8
48201211000,TX,74.4,281.79,0.37,27.83,13.18,27.14,4193.8,5.77,40.2
48201211100,TX,71.3,306.8,0.22,34.42,13.23,37.34,5978.99,15.27,43.84
48201211200,TX,70.2,217.92,0.4,23.92,12.74,22.7,3356.75,13.48,44.5
48201211300,TX,69.9,250.66,0.47,37.21,15.15,23.16,5109.44,15.35,37.62
48201211400,TX,71.8,375.21,0.38,27.1,14.06,27.57,2963.25,3.71,28.3
48201211500,TX,77.8,415.94,0.4,21.74,13.63,36.97,2636.59,5.39,42.48
48201211600,TX,78.3,371.94,0.49,29.67,15.71,32.29,6472.48,5.67,39.6
48201211700,TX,71.8,447.64,0.47,17.78,11.76,27.25,2161.37,7.44,40.4
48201211900,TX,80.7,400.39,0.3,30.45,13.31,38.51,10706.46,10.26,42.5
48201212300,TX,76.8,242.08,0.56,32.15,16.33,29.12,3607.57,5.55,38.3
48201212400,TX,74.8,321.6,0.49,28.83,13.43,32.99,1019.49,10.71,42.5
48201212500,TX,72.5,129.77,0.2,19.94,12.32,16.55,845.1,20.17,37.6
48201220100,TX,73.8,375.5,0.49,27.15,12.72,28.01,2310.58,14.9,42.1
48201220200,TX,77.5,387.09,0.37,35.45,13.41,38.09,4021.9,11.32,43.2
48201220300,TX,75.1,259.47,0.39,19.01,12.9,40.99,5415.93,5.47,35.0
48201220400,TX,79.1,440.4,0.41,20.17,12.66,42.0,6598.82,16.7,51.3
48201220500,TX,72.3,285.24,0.68,27.18,16.1,29.62,3566.44,15.64,42.5
48201220600,TX,74.5,429.31,0.47,19.77,11.72,28.4,4891.79,12.98,40.5
48201220700,TX,72.3,586.87,0.33,19.44,9.89,34.73,4139.85,4.69,49.88
48201220800,TX,73.9,452.73,0.65,24.1,12.95,31.2,5818.56,15.7,48.3
48201220900,TX,70.5,368.2,0.55,28.66,14.11,34.07,2888.63,8.65,41.5
48201221000,TX,74.2,692.27,0.53,17.62,12.43,44.84,3989.11,2.94,45.3
48201221100,TX,78.7,659.53,0.38,16.62,10.96,38.36,3130.87,1.62,42.4
48201221200,TX,76.4,621.35,0.54,23.54,13.31,36.89,5809.48,2.79,40.4
48201221300,TX,76.8,548.62,0.47,22.88,13.0,40.21,5953.89,0.61,44.0
48201221400,TX,78.5,425.69,0.58,25.22,14.21,40.02,8226.32,1.9,45.6
48201221500,TX,74.7,395.24,0.56,21.87,13.26,30.52,11396.29,5.3,45.96
48201221600,TX,78.9,722.9,0.46,20.91,12.4,29.69,4625.47,4.0,42.8
48201221700,TX,80.5,406.36,0.56,12.75,7.33,41.88,4308.82,6.24,44.73
48201222000,TX,75.3,317.85,0.56,28.2,15.83,43.38,5352.97,9.49,45.2
48201222501,TX,78.3,414.56,0.54,30.1,14.23,57.96,9206.99,0.27,53.5
48201222503,TX,78.6,651.91,0.51,32.21,13.91,39.65,19187.35,7.22,41.28
48201222600,TX,74.4,630.69,0.66,23.81,13.32,52.87,4585.83,6.48,47.03
48201230100,TX,72.5,171.66,0.05,25.1,11.33,35.43,2621.09,6.16,41.0
48201230200,TX,68.9,383.89,0.44,15.4,12.03,32.22,1618.2,10.95,39.5
48201230300,TX,70.1,364.24,0.42,19.81,11.17,28.41,3156.5,18.4,38.4
48201230400,TX,69.9,240.35,0.24,18.46,11.86,41.45,3537.77,15.1,38.6
48201230500,TX,75.5,573.54,0.46,20.6,10.16,20.97,3052.57,5.13,36.0
48201230600,TX,69.5,258.79,0.47,19.88,12.3,29.77,3566.06,13.33,42.0
48201230700,TX,71.0,582.94,0.23,19.56,11.46,30.03,2617.46,9.43,38.6
48201230800,TX,68.8,176.9,0.24,19.53,11.37,25.23,2987.34,6.3,39.5
48201230900,TX,65.7,368.15,0.54,19.84,12.19,23.92,1822.25,11.29,41.0
48201231000,TX,70.8,294.32,0.48,17.61,12.04,26.45,3642.7,16.29,40.8
48201231100,TX,71.6,764.8,0.41,15.31,10.94,30.33,1230.9,5.75,47.8
48201231300,TX,74.4,621.95,0.41,16.91,12.1,40.79,2633.87,9.42,36.2
48201231400,TX,68.8,481.46,0.32,11.8,9.0,9.96,2300.57,14.36,34.0
48201231500,TX,66.9,345.35,0.4,21.72,12.07,21.25,6401.29,15.19,46.9
48201231600,TX,70.8,372.47,0.43,20.0,10.67,25.88,5253.68,8.92,36.5
48201231700,TX,75.4,822.74,0.45,19.08,11.58,34.24,2808.96,3.01,48.2
48201231800,TX,76.3,428.73,0.28,17.09,11.4,28.03,2888.68,4.07,36.4
48201232500,TX,77.1,331.26,0.55,8.94,12.67,31.01,952.59,5.26,42.3
48201232600,TX,78.8,769.02,0.48,16.04,11.68,18.56,1133.43,5.73,34.9
48201232701,TX,77.1,799.31,0.58,22.95,10.13,39.93,4405.2,15.12,39.8
48201232702,TX,77.2,227.29,0.68,25.85,16.47,25.93,6017.64,8.05,36.15
48201233200,TX,76.4,503.04,0.28,20.46,11.77,35.48,5484.77,9.33,35.5
48201233400,TX,77.3,756.94,0.69,25.15,15.64,30.32,2644.08,14.14,40.3
48201233600,TX,71.0,149.48,0.21,19.78,12.83,17.87,1415.07,15.26,44.6
48201233701,TX,74.5,,0.13,20.53,6.34,25.79,2284.74,10.75,38.85
48201240502,TX,74.7,437.78,0.09,30.29,11.21,38.22,27748.17,3.32,38.74
48201250900,TX,86.8,,0.62,11.65,6.82,2.38,2219.02,3.55,16.03
48201251000,TX,84.5,,0.67,7.73,7.66,9.35,1008.67,9.47,20.0
48201251100,TX,79.1,,0.54,16.23,7.32,4.17,1688.57,4.08,20.0
48201251300,TX,,,0.58,17.6,7.54,3.27,2712.11,9.42,18.6
48201251401,TX,77.5,,0.42,19.08,5.67,8.65,6603.06,3.61,22.1
48201251402,TX,76.8,,0.71,22.88,9.01,14.8,6745.23,3.77,26.3
48201251502,TX,81.7,1067.53,0.46,19.17,7.23,2.4,4279.6,5.35,16.48
48201251503,TX,79.5,,0.58,18.74,6.0,9.57,7812.53,4.17,16.7
48201310100,TX,77.2,340.67,0.61,28.85,16.67,13.31,4416.4,7.13,22.58
48201310200,TX,,210.56,0.6,35.2,17.83,10.7,2853.95,4.37,14.0
48201310300,TX,,283.76,0.33,30.09,14.16,30.46,4929.81,8.87,30.0
48201310400,TX,82.9,376.59,0.37,28.81,14.08,24.34,5148.97,5.29,41.0
48201310500,TX,80.2,241.9,0.51,29.41,14.98,28.48,2971.66,9.25,37.9
48201310600,TX,75.5,391.55,0.36,27.77,13.58,18.23,6631.68,4.11,32.6
48201310700,TX,80.9,397.42,0.71,25.91,16.68,25.16,5364.5,5.12,30.7
48201310800,TX,75.4,502.95,0.47,19.45,13.19,25.75,4084.9,6.63,33.1
48201310900,TX,76.7,279.85,0.5,27.11,15.25,38.06,7309.16,8.01,40.2
48201311000,TX,75.7,211.02,0.52,26.61,14.42,38.34,7440.08,9.14,35.8
48201311100,TX,78.2,304.65,0.38,25.6,14.64,36.6,4949.69,4.18,38.3
48201311200,TX,82.5,337.48,0.56,27.54,15.61,16.26,3743.95,6.75,34.5
48201311300,TX,79.2,567.35,0.51,27.97,14.11,25.4,7893.05,8.86,36.7
48201311400,TX,74.3,148.86,0.68,26.53,17.5,54.59,1638.28,6.58,38.7
48201311500,TX,81.1,397.14,0.4,27.56,14.24,39.72,7025.87,4.01,38.95
48201311600,TX,,259.8,0.08,30.78,13.2,46.38,22736.54,2.43,41.2
48201311700,TX,79.4,575.9,0.67,33.68,16.44,28.72,5470.42,8.21,40.64
48201311800,TX,80.6,722.51,0.43,29.49,11.71,36.07,4862.15,10.26,37.3
48201311900,TX,78.0,557.24,0.43,31.69,13.14,29.76,2063.8,9.98,33.8
48201312000,TX,,398.04,0.47,27.28,12.83,7.64,5066.01,6.92,16.1
48201312100,TX,,481.46,0.45,28.64,15.33,2.95,7739.06,21.62,23.6
48201312200,TX,68.4,131.35,0.15,43.82,15.13,13.69,3602.52,4.45,37.0
48201312300,TX,75.6,138.06,0.26,41.72,15.11,17.66,4282.19,12.0,25.0
48201312400,TX,72.9,59.52,0.35,37.66,15.32,24.84,4440.68,16.67,37.1
48201312500,TX,74.6,252.53,0.66,40.79,17.44,8.8,6327.62,3.68,17.55
48201312600,TX,82.6,333.42,0.63,36.45,16.67,15.29,14227.92,11.24,17.06
48201312700,TX,,191.69,0.21,28.43,13.84,13.38,6597.67,4.33,22.9
48201312800,TX,73.5,229.61,0.16,24.66,14.86,10.09,9117.35,31.4,37.3
48201312900,TX,73.0,280.54,0.55,25.47,13.41,8.89,9310.04,6.07,29.98
48201313000,TX,77.3,224.99,0.44,26.78,14.39,21.44,6608.82,5.1,23.1
48201313100,TX,80.3,280.14,0.59,23.33,15.55,5.47,6465.7,4.04,16.42
48201313200,TX,74.8,483.82,0.6,24.52,13.63,14.16,3491.64,4.85,21.9
48201313300,TX,70.6,563.01,0.6,20.26,12.04,10.22,2567.32,16.32,27.7
48201313400,TX,70.8,458.9,0.76,28.17,15.37,19.02,5763.23,18.34,29.4
48201313500,TX,74.4,210.47,0.65,27.14,15.54,15.06,3709.35,12.78,38.6
48201313600,TX,74.7,330.84,0.44,27.92,14.23,35.96,5101.67,15.47,40.1
48201313700,TX,73.7,0.0,0.56,28.36,16.3,14.62,3960.02,2.3,32.3
48201313800,TX,72.7,323.4,0.43,24.09,13.64,27.93,4356.55,16.49,39.54
48201313900,TX,78.6,596.58,0.4,29.21,12.25,12.45,7202.31,2.61,16.25
48201314001,TX,75.1,349.55,0.55,34.78,13.53,7.43,5258.88,8.1,19.6
48201314002,TX,,351.9,0.58,30.75,14.53,6.81,12533.56,1.47,17.63
48201314300,TX,,308.2,0.74,34.49,16.55,13.25,10673.85,18.68,29.7
48201314400,TX,79.7,220.61,0.62,23.39,14.8,2.65,5426.85,3.96,15.44
48201320100,TX,75.3,437.29,0.4,32.69,12.11,44.58,6680.57,7.2,34.5
48201320200,TX,79.0,455.38,0.54,17.42,12.33,49.47,4052.79,7.4,41.88
48201320500,TX,,730.49,0.2,21.54,10.93,35.31,2071.46,3.49,36.2
48201320601,TX,80.7,902.57,0.58,21.81,14.5,37.07,4641.12,8.53,36.5
48201320602,TX,75.8,659.74,0.46,28.71,13.85,36.02,8631.54,6.17,42.9
48201320700,TX,76.5,626.67,0.5,20.27,12.21,25.51,3090.82,14.69,32.0
48201320900,TX,79.3,957.56,0.5,29.62,9.47,38.61,7934.44,5.57,34.32
48201321000,TX,79.3,,0.6,24.93,9.37,32.86,5468.51,6.26,33.96
48201321100,TX,80.1,1059.48,0.67,26.93,12.49,29.42,3590.23,9.29,27.08
48201321300,TX,80.2,,0.33,22.7,7.47,35.86,14148.09,8.13,39.19
48201321700,TX,79.2,453.56,0.5,19.46,13.1,29.18,4548.41,12.47,31.5
48201321800,TX,80.7,292.93,0.52,24.83,13.37,39.05,8737.01,5.8,38.1
48201324200,TX,75.2,0.0,0.16,18.83,12.5,39.39,312.21,8.49,37.5
48201330100,TX,76.9,605.05,0.38,21.07,9.97,22.12,10147.45,10.47,36.02
48201330200,TX,77.8,782.59,0.69,15.77,13.61,30.49,2961.12,16.69,29.6
48201330301,TX,77.4,1024.62,0.63,21.23,9.03,33.63,6975.93,4.46,35.0
48201330302,TX,77.8,838.5,0.55,17.9,9.28,20.87,2142.43,6.57,35.0
48201330303,TX,,1204.33,0.41,21.35,8.04,24.48,2234.97,3.1,31.9
48201330400,TX,77.8,756.39,0.37,13.86,7.05,34.2,2879.51,11.92,41.2
48201330500,TX,77.0,254.92,0.35,17.81,11.25,37.18,4694.78,19.1,37.1
48201330600,TX,75.4,399.15,0.62,19.64,13.74,24.74,4835.76,12.08,33.6
48201330700,TX,74.4,532.28,0.4,17.24,7.75,25.25,4038.05,2.53,35.0
48201330800,TX,78.9,,0.47,11.93,6.77,9.74,1411.8,13.77,25.16
48201330900,TX,,596.8,0.47,15.52,6.99,19.81,5290.34,9.37,25.16
48201331100,TX,69.4,363.44,0.18,31.5,13.16,13.12,2781.3,7.05,34.3
48201331200,TX,72.5,467.88,0.52,20.56,12.95,38.04,3464.88,30.89,42.3
48201331300,TX,71.4,389.32,0.25,19.22,11.39,22.43,2317.98,8.51,37.8
48201331400,TX,67.5,528.4,0.51,14.29,11.67,21.61,4909.79,42.82,56.0
48201331500,TX,73.6,723.3,0.3,16.73,10.39,18.68,3341.68,6.47,28.11
48201331601,TX,72.2,530.41,0.35,21.03,11.27,18.8,5844.83,20.1,37.82
48201331602,TX,,695.81,0.47,12.61,10.43,22.48,1299.74,6.92,26.3
48201331700,TX,73.3,626.73,0.15,14.77,9.37,23.71,2079.29,10.97,39.0
48201331800,TX,73.5,792.32,0.52,19.9,12.39,27.71,4133.14,15.89,40.8
48201331900,TX,66.1,379.49,0.15,23.94,11.85,22.98,5622.55,11.69,34.0
48201332000,TX,73.5,354.77,0.32,25.27,12.87,25.66,6976.17,16.17,43.9
48201332100,TX,74.7,363.6,0.35,29.82,12.34,37.4,7475.95,22.23,41.8
48201332200,TX,71.7,363.34,0.25,24.38,12.46,42.54,4138.13,13.19,42.7
48201332300,TX,71.0,351.81,0.17,27.96,10.82,25.29,6288.13,15.66,46.9
48201332400,TX,68.1,451.45,0.26,20.23,11.17,14.67,2893.72,15.82,45.4
48201332500,TX,74.8,590.26,0.29,21.87,11.43,30.09,5342.57,8.37,31.3
48201332600,TX,77.3,662.95,0.44,23.31,12.44,38.09,5326.29,6.73,41.1
48201332700,TX,76.8,593.35,0.4,23.78,13.02,44.03,2622.45,4.81,38.8
48201332800,TX,77.9,584.8,0.59,29.02,14.06,38.58,5885.39,14.92,42.8
48201332900,TX,79.3,310.65,0.62,29.06,15.26,39.79,6948.29,5.76,41.0
48201333000,TX,78.1,74.0,0.68,27.27,16.06,34.54,6791.17,4.21,31.3
48201333100,TX,71.6,447.4,0.66,22.38,14.12,16.96,7600.05,8.51,39.0
48201333201,TX,78.6,487.0,0.57,25.14,14.4,30.72,11463.18,5.71,31.6
48201333202,TX,74.7,369.07,0.25,30.64,13.94,30.88,21370.98,3.65,40.71
48201333300,TX,,655.7,0.44,21.08,12.77,33.18,6088.37,9.95,35.49
48201333500,TX,76.9,503.83,0.66,24.08,14.82,39.13,8111.05,6.36,37.09
48201333600,TX,76.3,616.92,0.44,14.92,7.21,17.97,2575.36,3.02,26.4
48201333700,TX,77.2,,0.34,15.33,5.55,35.17,1048.11,8.27,35.9
48201333800,TX,77.5,,0.48,16.05,5.86,33.2,3706.15,5.35,33.08
48201333901,TX,78.0,,0.29,20.45,5.98,28.06,5792.92,7.18,26.97
48201333902,TX,77.4,831.49,0.65,22.41,10.89,30.78,7394.28,8.24,29.18
48201334001,TX,78.8,286.11,0.68,28.35,16.5,24.47,6610.15,7.22,37.4
48201334002,TX,78.1,741.23,0.57,34.08,14.98,21.05,4441.65,6.14,21.9
48201334003,TX,78.2,601.28,0.73,21.4,12.47,23.7,5226.79,5.43,28.7
48201334100,TX,78.1,619.53,0.51,16.97,9.42,18.02,1500.13,6.0,24.87
48201340100,TX,,,0.7,16.45,9.09,33.45,2762.0,6.75,28.89
48201340201,TX,80.1,,0.72,17.33,9.67,,0.0,,
48201340301,TX,89.1,,0.69,18.44,8.0,0.51,2426.95,5.22,15.2
48201340302,TX,80.9,,0.66,24.48,8.17,5.27,4989.77,9.7,17.7
48201340400,TX,87.7,,0.65,18.59,11.17,2.87,1761.37,5.57,16.3
48201340500,TX,79.3,,0.5,20.22,7.37,21.7,5914.68,3.64,29.78
48201340600,TX,80.4,,0.53,22.43,7.56,11.98,4018.69,12.15,18.9
48201340700,TX,80.8,1040.71,0.54,23.14,9.94,10.72,6218.26,3.03,20.98
48201340800,TX,79.1,,0.71,23.73,9.75,2.7,4879.13,7.39,17.6
48201340900,TX,76.0,,0.74,19.79,10.21,21.22,3385.73,7.75,28.9
48201341000,TX,79.6,,0.5,26.23,9.33,9.59,7157.73,6.19,23.3
48201410100,TX,79.5,237.89,0.48,42.77,15.0,11.28,12821.22,4.89,18.85
48201410200,TX,81.1,312.99,0.57,30.85,15.89,6.06,12485.88,5.37,12.06
48201410300,TX,80.9,165.12,0.74,34.75,18.89,4.04,9062.64,8.02,15.5
48201410401,TX,83.5,384.31,0.61,28.78,16.0,8.08,10606.82,3.7,13.3
48201410402,TX,77.9,517.71,0.57,27.6,15.57,7.47,10445.91,1.0,13.3
48201410500,TX,79.5,437.96,0.52,36.35,15.72,4.57,12161.15,3.72,12.78
48201410600,TX,,190.89,0.78,33.9,17.84,5.62,16496.18,1.89,12.13
48201410701,TX,80.9,355.63,0.66,30.81,16.68,8.36,10383.26,6.56,14.56
48201410702,TX,73.9,288.73,0.7,38.18,17.34,8.75,8545.66,6.83,17.26
48201410800,TX,76.9,385.37,0.66,28.22,16.52,7.69,9859.62,4.82,14.51
48201410900,TX,78.7,244.63,0.59,35.65,16.84,12.51,11361.66,7.05,14.2
48201411000,TX,85.3,306.6,0.71,31.19,18.22,6.02,11201.28,3.15,12.81
48201411100,TX,82.8,319.94,0.53,26.11,14.88,9.39,7046.9,3.42,15.1
48201411200,TX,83.6,651.31,0.3,11.79,10.53,5.23,1264.45,2.99,13.8
48201411300,TX,86.6,325.17,0.62,24.8,15.1,7.8,9059.58,2.6,15.85
48201411400,TX,87.2,348.46,0.44,25.33,15.75,1.32,4068.78,6.88,15.6
48201411501,TX,87.1,100.72,0.57,27.4,16.87,7.5,15173.44,0.81,14.4
48201411502,TX,80.9,409.5,0.72,29.42,16.63,14.0,6050.9,1.16,14.7
48201411600,TX,78.5,624.89,0.77,27.51,14.72,1.6,5234.2,0.0,16.5
48201411700,TX,,623.94,0.7,33.22,15.45,8.06,6738.35,3.84,15.1
48201411800,TX,81.1,308.39,0.8,36.69,17.87,4.26,7149.85,1.62,16.33
48201411900,TX,83.6,338.75,0.62,29.06,15.55,2.48,5785.41,2.46,14.68
48201412000,TX,81.7,231.09,0.57,28.83,16.06,0.74,6785.17,2.7,15.6
48201412100,TX,,433.18,0.11,23.94,12.17,3.6,6155.29,9.44,15.3
48201412200,TX,81.9,310.49,0.71,27.95,16.31,2.75,6525.93,3.98,13.75
48201412300,TX,83.5,357.33,0.6,25.87,14.68,2.53,7526.24,6.37,13.4
48201412400,TX,82.0,618.98,0.57,24.83,14.19,3.15,6869.23,1.5,13.6
48201412500,TX,82.6,580.14,0.58,22.0,14.45,8.08,6158.75,5.79,14.1
48201412600,TX,81.5,433.97,0.57,28.96,15.19,0.66,7818.09,8.66,12.7
48201412700,TX,84.7,581.67,0.45,21.74,13.46,3.36,4000.48,0.88,16.8
48201412800,TX,87.4,850.63,0.62,23.92,11.87,1.46,6543.76,4.39,14.5
48201412900,TX,79.3,321.22,0.48,33.12,14.73,8.86,5864.15,5.11,21.47
48201413000,TX,84.5,362.8,0.61,21.47,13.81,4.28,5593.08,2.53,17.5
48201413100,TX,81.2,771.39,0.51,24.08,11.25,1.45,5621.53,5.64,13.6
48201413201,TX,79.9,384.75,0.66,35.35,15.41,9.19,18015.13,6.92,18.99
48201413202,TX,80.9,256.34,0.19,32.04,13.79,7.9,20481.82,1.76,15.36
48201413300,TX,83.7,514.94,0.62,30.02,15.19,4.52,7673.28,3.17,15.47
48201420100,TX,77.0,461.71,0.67,25.85,13.6,31.56,6194.69,4.35,26.8
48201420200,TX,87.6,383.26,0.41,24.03,12.29,22.28,3797.65,2.01,24.7
48201420300,TX,80.7,642.29,0.59,27.3,13.7,20.46,3771.6,7.68,16.9
48201420400,TX,81.2,885.18,0.58,20.7,11.47,7.27,3248.03,1.9,19.9
48201420500,TX,77.8,393.21,0.48,17.32,13.65,36.32,3911.71,6.7,34.7
48201420600,TX,79.5,452.3,0.57,26.72,15.55,8.84,5176.9,5.22,20.3
48201420700,TX,80.9,735.69,0.66,24.72,12.67,0.76,2831.28,5.52,16.6
48201420800,TX,80.4,718.97,0.63,29.51,14.12,1.67,3099.9,1.31,14.9
48201420900,TX,83.4,485.97,0.59,24.39,13.85,1.74,4581.04,2.56,15.2
48201421000,TX,,155.75,0.72,27.15,17.36,3.37,3810.26,0.72,15.5
48201421101,TX,,227.57,0.5,24.81,14.84,24.32,5528.97,4.12,28.3
48201421102,TX,76.5,413.37,0.49,37.67,14.73,52.19,18313.89,5.38,46.92
48201421201,TX,,597.13,0.25,46.49,10.97,49.89,37188.06,2.1,38.7
48201421202,TX,,349.1,0.58,35.36,14.27,58.6,26721.02,6.2,47.37
48201421300,TX,78.6,387.89,0.62,31.92,15.58,34.01,19277.9,4.93,38.25
48201421401,TX,,242.07,0.51,36.08,15.83,45.85,35319.3,1.31,41.2
48201421402,TX,,242.18,0.0,49.47,13.58,48.4,62065.27,2.35,46.8
48201421403,TX,80.9,334.9,0.62,29.52,15.47,54.3,18979.13,5.39,44.1
48201421500,TX,75.9,313.41,0.48,26.55,15.28,36.48,12634.78,4.47,41.74
48201421600,TX,,194.93,0.69,25.87,17.03,48.71,11405.35,8.29,42.76
48201421700,TX,85.3,438.05,0.56,24.08,13.88,28.91,6704.46,3.6,28.0
48201421800,TX,81.3,267.29,0.43,35.65,13.95,13.75,10908.12,2.52,23.77
48201421900,TX,82.5,541.77,0.34,26.66,12.48,1.09,4414.16,4.82,17.2
48201422000,TX,82.2,522.34,0.44,22.69,11.5,12.74,3958.34,4.35,16.6
48201422100,TX,82.0,401.17,0.45,25.02,12.52,15.03,5876.03,2.76,25.4
48201422200,TX,74.7,261.29,0.5,22.08,13.51,31.93,8366.27,15.99,38.1
48201422301,TX,73.5,404.15,0.29,31.4,12.89,30.72,18493.27,13.42,43.73
48201422302,TX,78.0,549.86,0.45,23.6,11.5,16.68,7220.97,10.8,25.5
48201422401,TX,78.9,415.0,0.34,28.86,13.21,18.98,14799.87,8.71,38.29
48201422402,TX,78.0,442.83,0.37,26.31,11.95,27.81,10710.61,9.62,31.97
48201422500,TX,77.7,378.4,0.44,27.51,14.06,35.89,9604.0,3.41,30.16
48201422600,TX,78.4,406.53,0.51,24.18,12.9,38.94,7218.11,2.2,34.71
48201422701,TX,81.9,449.25,0.54,24.04,13.27,43.44,7216.23,2.71,31.3
48201422702,TX,76.8,537.58,0.5,25.75,11.69,27.01,6218.69,9.0,28.8
48201422800,TX,83.5,400.41,0.51,26.03,14.58,47.97,6034.04,5.91,39.0
48201422900,TX,79.8,414.4,0.57,31.43,15.41,42.45,5220.24,7.98,42.7
48201423000,TX,77.3,309.98,0.51,17.62,11.95,33.04,13990.5,2.1,38.44
48201423100,TX,,280.16,0.4,26.74,12.43,50.54,4283.77,6.08,49.4
48201423201,TX,77.6,920.18,0.47,17.24,9.58,21.71,3950.82,6.59,29.2
48201423202,TX,75.9,529.45,0.69,26.01,14.99,46.56,14364.65,8.37,40.57
48201423301,TX,82.0,564.4,0.62,23.77,12.85,20.3,7419.04,13.77,25.9
48201423302,TX,79.4,581.83,0.63,24.17,13.47,18.3,6280.52,9.92,33.15
48201423401,TX,76.9,637.57,0.48,23.54,12.14,27.58,5947.13,7.92,32.3
48201423402,TX,79.1,687.27,0.65,21.01,12.78,16.24,7744.23,5.12,26.8
48201423500,TX,80.4,638.37,0.68,26.76,14.67,18.72,4507.28,3.59,27.4
